Entry,localization,evidence_code
P55769,Nucleus,ECO:0000269
P55769,Nucleolus,ECO:0000269
P55771,Nucleus,None
P55786,Nucleus,ECO:0000305
P55795,Nucleoplasm,ECO:0000269
P55854,PML body,ECO:0000250
P55854,Nucleus,None
P55895,Nucleus,ECO:0000250
P56177,Nucleus,ECO:0000269
P56178,Nucleus,ECO:0000255
P56182,Nucleolus,ECO:0000269
P56192,Nucleolus,ECO:0000269
P56270,Nucleus,ECO:0000305
P56279,Nucleus,ECO:0000250
P56282,Nucleus,None
P56524,Nucleus,None
P56537,Nucleolus,None
P56545,Nucleus,ECO:0000305
P56645,Nucleus,ECO:0000269
P56693,Nucleus,ECO:0000269
P56915,Nucleus,None
P57052,Nucleoplasm,ECO:0000269
P57052,Nucleus speckle,ECO:0000269
P57053,Nucleus,None
P57055,Nucleus,ECO:0000250
P57059,Nucleus,ECO:0000269
P57071,Nucleus,ECO:0000269
P57073,Nucleus,ECO:0000255
P57075,Nucleus,None
P57081,Nucleus,ECO:0000269
P57082,Nucleus,ECO:0000255
P57086,Nucleus,ECO:0000255
P57088,Nucleus envelope,ECO:0000269
P57678,Gem,None
P57678,Nucleolus,None
P57678,Nucleus,None
P57682,Nucleus,ECO:0000305
P57740,Nucleus membrane,ECO:0000269
P57740,Nuclear pore complex,ECO:0000269
P57771,Nucleus,ECO:0000250
P57772,Nucleus,ECO:0000305
P58012,Nucleus,ECO:0000269
P58012,Nucleus,ECO:0000255
P58215,Nucleus,ECO:0000269
P58304,Nucleus,ECO:0000250
P58340,Nucleus,ECO:0000250
P58546,Nucleus,ECO:0000250
P58876,Nucleus,None
P59044,Nucleus membrane,ECO:0000250
P59047,Nucleolus,ECO:0000269
P59817,Nucleus,ECO:0000305
P59923,Nucleus,ECO:0000269
P59998,Nucleus,ECO:0000269
P60008,Nucleus,ECO:0000255
P60228,PML body,None
P60323,Nucleus,ECO:0000269
P60484,PML body,ECO:0000269
P60484,Nucleus,ECO:0000269
P60510,Nucleus,None
P60709,Nucleus,ECO:0000269
P60896,Nucleus,ECO:0000269
P60900,Nucleus,ECO:0000269
P61011,Nucleus speckle,ECO:0000269
P61088,Nucleus,ECO:0000269
P61158,Nucleus,ECO:0000269
P61160,Nucleus,ECO:0000269
P61201,Nucleus,ECO:0000269
P61218,Nucleus,ECO:0000269
P61244,Nucleus,None
P61247,Nucleus,ECO:0000255
P61266,Nucleus,ECO:0000269
P61289,Nucleus,ECO:0000269
P61296,Nucleus,ECO:0000255
P61326,Nucleus,ECO:0000269
P61326,Nucleus speckle,ECO:0000269
P61328,Nucleus,ECO:0000305
P61371,Nucleus,ECO:0000250
P61457,Nucleus,ECO:0000269
P61586,Nucleus,ECO:0000269
P61599,Nucleus,ECO:0000269
P61758,Nucleus,None
P61956,PML body,None
P61956,Nucleus,None
P61960,Nucleus,ECO:0000269
P61962,Nucleus,None
P61964,Nucleus,ECO:0000269
P61970,Nucleus inner membrane,ECO:0000250
P61970,Nucleoplasm,ECO:0000269
P61970,Nuclear pore complex,ECO:0000250
P61970,Nucleus outer membrane,ECO:0000250
P61978,Nucleoplasm,ECO:0000269
P62081,Nucleus,ECO:0000269
P62136,Nucleoplasm,ECO:0000269
P62136,Nucleolus,ECO:0000269
P62136,Nucleus,ECO:0000269
P62140,Nucleoplasm,ECO:0000269
P62140,Nucleolus,ECO:0000269
P62140,Nucleus,ECO:0000269
P62191,Nucleus,None
P62195,Nucleus,ECO:0000305
P62258,Nucleus,ECO:0000269
P62304,Nucleus,ECO:0000269
P62306,Nucleus,ECO:0000269
P62308,Nucleus,ECO:0000269
P62310,Nucleus,ECO:0000269
P62312,Nucleus,ECO:0000269
P62314,Nucleus,ECO:0000269
P62316,Nucleus,ECO:0000269
P62318,Nucleus,ECO:0000269
P62333,Nucleus,ECO:0000250
P62380,Nucleus,ECO:0000250
P62487,Nucleus,ECO:0000269
P62508,Nucleus,ECO:0000305
P62633,Nucleus,ECO:0000250
P62699,Nucleus,ECO:0000250
P62714,Nucleus,ECO:0000269
P62745,Nucleus,None
P62750,Nucleus,ECO:0000269
P62805,Nucleus,None
P62807,Nucleus,None
P62826,Nucleus envelope,ECO:0000269
P62826,Nucleus,ECO:0000269
P62861,Nucleus,ECO:0000269
P62875,Nucleus,ECO:0000269
P62877,Nucleus,ECO:0000269
P62913,Nucleolus,ECO:0000269
P62937,Nucleus,ECO:0000269
P62979,Nucleus,ECO:0000250
P62987,Nucleus,ECO:0000250
P62993,Nucleus,ECO:0000269
P62995,Nucleus,ECO:0000269
P63000,Nucleus,ECO:0000269
P63096,Nucleus,ECO:0000250
P63146,Nucleus,ECO:0000250
P63162,Nucleus,None
P63165,Nucleus membrane,ECO:0000269
P63165,PML body,ECO:0000269
P63165,Nucleus speckle,ECO:0000250
P63165,Nucleus,ECO:0000269
P63167,Nucleus,ECO:0000269
P63241,Nucleus,ECO:0000269
P63244,Nucleus,ECO:0000269
P63272,Nucleus,ECO:0000269
P63279,Nucleus,ECO:0000269
P67775,Nucleus,ECO:0000269
P67809,Nucleus,ECO:0000269
P68036,Nucleus,ECO:0000269
P68104,Nucleolus,ECO:0000269
P68104,Nucleus,ECO:0000269
P68400,Nucleus,ECO:0000269
P68431,Nucleus,None
P78316,Nucleolus,ECO:0000250
P78317,PML body,ECO:0000269
P78317,Nucleus,ECO:0000269
P78332,Nucleus,ECO:0000305
P78337,Nucleus,None
P78345,Nucleolus,ECO:0000269
P78346,Nucleolus,ECO:0000305
P78347,Nucleus,ECO:0000255
P78347,Nucleus,ECO:0000269
P78356,Nucleus,ECO:0000269
P78362,Nucleoplasm,ECO:0000269
P78362,Nucleus speckle,ECO:0000269
P78364,Nucleus,ECO:0000269
P78367,Nucleus,ECO:0000305
P78395,Nucleus,ECO:0000305
P78395,Nucleus,ECO:0000269
P78396,Nucleus,ECO:0000250
P78406,Nucleus envelope,ECO:0000269
P78406,Nucleus,ECO:0000269
P78411,Nucleus,ECO:0000305
P78412,Nucleus,ECO:0000305
P78413,Nucleus,ECO:0000305
P78415,Nucleus,ECO:0000305
P78424,Nucleus,ECO:0000305
P78426,Nucleus,ECO:0000305
P78527,Nucleus,ECO:0000269
P78527,Nucleolus,ECO:0000269
P78545,Nucleus,ECO:0000255
P78545,Nucleus,ECO:0000269
P78549,Nucleus,ECO:0000269
P78549,Nucleus,ECO:0000255
P78560,Nucleus,ECO:0000250
P78563,Nucleus,ECO:0000269
P78563,Nucleolus,ECO:0000269
P80217,Nucleus,ECO:0000269
P80303,Nucleus envelope,ECO:0000250
P82094,Nucleus,None
P82979,Nucleus speckle,None
P82979,Nucleus,None
P83369,Nucleus,ECO:0000269
P83876,Nucleus,ECO:0000269
P83916,Nucleus,ECO:0000269
P84022,Nucleus,ECO:0000269
P84090,Nucleus,ECO:0000269
P84103,Nucleus,ECO:0000269
P84103,Nucleus speckle,ECO:0000269
P84243,Nucleus,None
P84550,Nucleus,ECO:0000250
P85037,Nucleus,ECO:0000269
P86452,Nucleus,ECO:0000269
P86452,Nucleolus,ECO:0000250
P98168,Nucleus,ECO:0000305
P98170,Nucleus,None
P98172,Nucleus,ECO:0000269
P98175,Nucleus,ECO:0000269
P98177,Nucleus,None
P98179,Nucleus,ECO:0000250
Q00056,Nucleus,None
Q00169,Nucleus,ECO:0000250
Q00341,Nucleus,ECO:0000269
Q00403,Nucleus,ECO:0000269
Q00444,Nucleus,None
Q00532,Nucleus,ECO:0000269
Q00534,Nucleus,None
Q00535,Nucleus,None
Q00535,Nucleus,ECO:0000269
Q00577,Nucleus,None
Q00597,Nucleus,None
Q00613,Nucleoplasm,ECO:0000269
Q00613,Nucleus,ECO:0000269
Q00653,Nucleus,None
Q00688,Nucleus,None
Q00839,Nucleus,ECO:0000269
Q00839,Nucleus speckle,ECO:0000269
Q00839,Nucleus matrix,ECO:0000269
Q00978,Nucleus,ECO:0000269
Q00987,Nucleoplasm,None
Q00987,Nucleolus,None
Q00987,Nucleus,ECO:0000269
Q00994,Nucleus,None
Q01081,Nucleus,ECO:0000269
Q01081,Nucleus speckle,ECO:0000269
Q01085,Nucleus,ECO:0000269
Q01094,Nucleus,ECO:0000269
Q01101,Nucleus,ECO:0000250
Q01105,Nucleoplasm,None
Q01130,Nucleus,ECO:0000269
Q01130,Nucleoplasm,ECO:0000269
Q01130,Nucleus speckle,ECO:0000269
Q01167,Nucleus,ECO:0000269
Q01196,Nucleus,None
Q01201,Nucleus,ECO:0000269
Q01469,Nucleus,ECO:0000269
Q01534,Nucleus,ECO:0000269
Q01538,Nucleus,None
Q01543,Nucleus,ECO:0000269
Q01658,Nucleus,None
Q01664,Nucleus,None
Q01780,Nucleolus,None
Q01780,Nucleus,None
Q01804,Nucleus,ECO:0000269
Q01826,Nucleus matrix,ECO:0000269
Q01826,PML body,ECO:0000269
Q01831,Nucleus,ECO:0000269
Q01844,Nucleus,ECO:0000269
Q01851,Nucleus,ECO:0000269
Q01860,Nucleus,None
Q01892,Nucleus,ECO:0000269
Q01954,Nucleus,ECO:0000269
Q01954,Nucleoplasm,ECO:0000269
Q01970,Nucleus,ECO:0000250
Q02040,Nucleus speckle,ECO:0000269
Q02078,Nucleus,ECO:0000269
Q02078,Nucleus,ECO:0000255
Q02080,Nucleus,None
Q02086,Nucleus,None
Q02156,Nucleus,ECO:0000250
Q02218,Nucleus,ECO:0000269
Q02241,Nucleus,None
Q02297,Nucleus,None
Q02363,Nucleus,ECO:0000250
Q02410,Nucleus,ECO:0000269
Q02413,Nucleus,ECO:0000269
Q02446,Nucleus,None
Q02447,PML body,None
Q02447,Nucleus,None
Q02535,Nucleus,None
Q02539,Nucleus,ECO:0000269
Q02539,Nucleus,ECO:0000255
Q02548,Nucleus,ECO:0000269
Q02556,Nucleus,ECO:0000269
Q02575,Nucleus,ECO:0000255
Q02577,Nucleus,ECO:0000255
Q02750,Nucleus,ECO:0000269
Q02790,Nucleus,ECO:0000250
Q02880,Nucleolus,ECO:0000269
Q02880,Nucleoplasm,ECO:0000269
Q02880,Nucleus,ECO:0000269
Q02930,Nucleus,ECO:0000305
Q02962,Nucleus,None
Q03001,Nucleus,ECO:0000250
Q03001,Nucleus envelope,ECO:0000269
Q03014,Nucleus,ECO:0000250
Q03052,Nucleus,ECO:0000250
Q03060,Nucleus,ECO:0000250
Q03060,Nucleus,None
Q03111,Nucleus,None
Q03112,Nucleus,ECO:0000269
Q03112,Nucleus speckle,ECO:0000269
Q03164,Nucleus,ECO:0000269
Q03164,Nucleus,None
Q03181,Nucleus,ECO:0000269
Q03188,Nucleus,ECO:0000269
Q03252,Nucleus lamina,ECO:0000305
Q03468,Nucleus,ECO:0000269
Q03923,Nucleus,ECO:0000269
Q03933,Nucleus,ECO:0000269
Q03989,Nucleus,ECO:0000269
Q03989,Nucleus,ECO:0000255
Q04206,Nucleus,ECO:0000269
Q04637,Nucleus,ECO:0000269
Q04721,Nucleus,ECO:0000269
Q04724,Nucleus,ECO:0000269
Q04725,Nucleus,None
Q04726,Nucleus,None
Q04727,Nucleus,None
Q04741,Nucleus,ECO:0000269
Q04741,Nucleus,ECO:0000255
Q04743,Nucleus,ECO:0000305
Q04864,Nucleus,ECO:0000250
Q05066,Nucleus speckle,ECO:0000269
Q05066,Nucleus,ECO:0000269
Q05086,Nucleus,ECO:0000250
Q05195,Nucleus,ECO:0000305
Q05215,Nucleus,ECO:0000305
Q05397,Nucleus,ECO:0000269
Q05481,Nucleus,ECO:0000269
Q05516,Nucleus,ECO:0000269
Q05516,Nuclear body,ECO:0000269
Q05519,Nucleus,None
Q05639,Nucleus,ECO:0000250
Q05655,Nucleus,ECO:0000269
Q05923,Nucleus,None
Q05925,Nucleus,None
Q05BQ5,Nucleus,ECO:0000305
Q06124,Nucleus,ECO:0000269
Q06187,Nucleus,None
Q06265,Nucleolus,ECO:0000269
Q06265,Nucleoplasm,ECO:0000269
Q06265,Nucleolus,None
Q06265,Nucleus,ECO:0000269
Q06265,Nucleus,None
Q06330,Nucleus,None
Q06413,Nucleus,ECO:0000250
Q06416,Nucleus,ECO:0000269
Q06416,Nucleus,ECO:0000255
Q06455,Nucleus,ECO:0000269
Q06455,Nucleus,ECO:0000255
Q06481,Nucleus,ECO:0000305
Q06546,Nucleus,None
Q06547,Nucleus,ECO:0000305
Q06587,Nucleus,ECO:0000269
Q06587,Nucleus speckle,ECO:0000269
Q06609,Nucleus,ECO:0000269
Q06710,Nucleus,None
Q06730,Nucleus,ECO:0000305
Q06787,Nucleolus,ECO:0000269
Q06787,Nucleus,ECO:0000269
Q06787,Cajal body,ECO:0000269
Q06889,Nucleus,ECO:0000305
Q06945,Nucleus,ECO:0000269
Q06945,Nucleus,ECO:0000255
Q07021,Nucleolus,ECO:0000269
Q07021,Nucleus,ECO:0000269
Q07352,Nucleus,ECO:0000269
Q07666,Nucleus,ECO:0000269
Q07687,Nucleus,ECO:0000305
Q07817,Nucleus membrane,ECO:0000250
Q07820,Nucleoplasm,None
Q07864,Nucleus,None
Q07869,Nucleus,None
Q07912,Nucleus,ECO:0000269
Q07954,Nucleus,ECO:0000269
Q07955,Nucleus speckle,ECO:0000269
Q08050,Nucleus,None
Q08117,Nucleus,ECO:0000250
Q08170,Nucleus speckle,ECO:0000269
Q08211,Nucleolus,ECO:0000269
Q08211,Nucleoplasm,ECO:0000269
Q08211,Nucleus,ECO:0000269
Q08752,Nucleoplasm,ECO:0000269
Q08752,Nucleolus,ECO:0000269
Q08881,Nucleus,ECO:0000250
Q08945,Nucleus,ECO:0000269
Q08945,Nucleolus,ECO:0000269
Q08999,Nucleus,None
Q08AG5,Nucleus,ECO:0000250
Q08J23,Nucleolus,ECO:0000269
Q09013,Nucleus outer membrane,ECO:0000305
Q09028,Nucleus,ECO:0000269
Q09161,Nucleus,ECO:0000269
Q09472,Nucleus,ECO:0000269
Q09666,Nucleus,None
Q09FC8,Nucleus,ECO:0000269
Q0D2I5,Nucleus matrix,ECO:0000269
Q0D2I5,Nucleus,ECO:0000269
Q0D2I5,Nucleoplasm,ECO:0000269
Q0D2I5,Nucleus inner membrane,ECO:0000269
Q0D2K3,Nucleus,ECO:0000250
Q0VD86,Nucleus,ECO:0000269
Q0VG06,Nucleus,ECO:0000269
Q0VG99,Nucleus,ECO:0000255
Q0WX57,Nucleolus,ECO:0000269
Q10570,Nucleoplasm,None
Q10571,Nucleus,ECO:0000269
Q10586,Nucleus,None
Q10587,Nucleus,None
Q12769,Nuclear pore complex,ECO:0000269
Q12772,Nucleus,ECO:0000269
Q12774,Nucleus,ECO:0000269
Q12778,Nucleus,ECO:0000269
Q12789,Nucleus,None
Q12800,Nucleus,ECO:0000269
Q12802,Nucleus,ECO:0000269
Q12824,Nucleus,None
Q12830,Nucleus,None
Q12837,Nucleus,ECO:0000269
Q12837,Nucleus speckle,ECO:0000269
Q12857,Nucleus,None
Q12870,Nucleus,ECO:0000250
Q12870,Nucleus,ECO:0000255
Q12873,Nucleus,ECO:0000269
Q12873,PML body,ECO:0000269
Q12874,Nucleus,ECO:0000269
Q12874,Nucleus speckle,ECO:0000269
Q12888,Nucleus,ECO:0000269
Q12899,Nucleus,ECO:0000269
Q12901,Nucleus,ECO:0000305
Q12904,Nucleus,ECO:0000269
Q12905,Nucleolus,None
Q12905,Nucleus,ECO:0000269
Q12906,Nucleolus,ECO:0000269
Q12906,Nucleus,ECO:0000269
Q12912,Nucleus envelope,ECO:0000250
Q12923,Nucleus,ECO:0000269
Q12946,Nucleus,ECO:0000305
Q12947,Nucleus,ECO:0000269
Q12948,Nucleus,ECO:0000269
Q12951,Nucleus,None
Q12952,Nucleus,None
Q12962,Nucleus,ECO:0000269
Q12967,Nucleus,ECO:0000250
Q12968,Nucleus,ECO:0000269
Q12972,Nucleus speckle,None
Q12972,Nucleus,None
Q12986,Nucleus,None
Q12996,Nucleus,None
Q13015,Nucleus,ECO:0000269
Q13023,Nucleus membrane,None
Q13029,Nucleus,ECO:0000269
Q13043,Nucleus,None
Q13045,Nucleus,ECO:0000250
Q13098,Nucleus,ECO:0000269
Q13105,Nucleus,ECO:0000269
Q13107,Nucleus,ECO:0000269
Q13111,Nucleus,ECO:0000269
Q13112,Nucleus,ECO:0000269
Q13115,Nucleus,ECO:0000269
Q13117,Nucleus,ECO:0000269
Q13118,Nucleus,ECO:0000250
Q13123,Nucleus,ECO:0000269
Q13123,Nucleoplasm,ECO:0000269
Q13126,Nucleus,ECO:0000255
Q13127,Nucleus,ECO:0000269
Q13129,Nucleus,ECO:0000305
Q13131,Nucleus,ECO:0000269
Q13133,Nucleus,ECO:0000269
Q13133,Nucleus,ECO:0000255
Q13148,Nucleus,ECO:0000269
Q13151,Nucleus,ECO:0000250
Q13153,Nucleoplasm,ECO:0000269
Q13155,Nucleus,ECO:0000250
Q13156,Nucleus,ECO:0000269
Q13164,PML body,None
Q13164,Nucleus,None
Q13177,Nucleus,ECO:0000269
Q13185,Nucleus,ECO:0000305
Q13188,Nucleus,ECO:0000269
Q13202,Nucleus,ECO:0000250
Q13207,Nucleus,ECO:0000269
Q13207,Nucleus,ECO:0000305
Q13216,Nucleus,ECO:0000305
Q13216,Nucleus matrix,ECO:0000269
Q13227,Nucleus,ECO:0000269
Q13228,Nucleus,ECO:0000269
Q13242,Nucleus,ECO:0000269
Q13243,Nucleus,None
Q13247,Nucleus,ECO:0000269
Q13247,Nucleus speckle,ECO:0000269
Q13257,Nucleus,ECO:0000269
Q13261,Nucleus membrane,ECO:0000269
Q13263,Nucleus,ECO:0000269
Q13268,Nucleus,None
Q13277,Nucleus,ECO:0000269
Q13283,Nucleus,ECO:0000269
Q13285,Nucleus,ECO:0000269
Q13285,Nucleus,ECO:0000255
Q13287,Nucleus,ECO:0000269
Q13309,Nucleus,ECO:0000269
Q13315,Nucleus,ECO:0000269
Q13316,Nucleus,ECO:0000269
Q13330,Nucleus envelope,None
Q13330,Nucleus,None
Q13342,Nucleus,ECO:0000269
Q13342,PML body,ECO:0000269
Q13351,Nucleus,ECO:0000269
Q13352,Nucleus,None
Q13356,Nucleus,ECO:0000269
Q13360,Nucleus,ECO:0000305
Q13362,Nucleus,None
Q13363,Nucleus,ECO:0000269
Q13394,Nucleus,ECO:0000250
Q13398,Nucleus,ECO:0000305
Q13404,Nucleus,ECO:0000269
Q13415,Nucleus,None
Q13416,Nucleus,None
Q13422,Nucleus,ECO:0000269
Q13422,Nucleus,None
Q13426,Nucleus,ECO:0000269
Q13427,Nucleus speckle,ECO:0000269
Q13427,Nucleus matrix,ECO:0000269
Q13428,Nucleolus,ECO:0000269
Q13435,Nucleus,ECO:0000269
Q13435,Nucleus speckle,ECO:0000269
Q13451,Nucleus,ECO:0000250
Q13461,Nucleus,ECO:0000269
Q13469,Nucleus,None
Q13485,Nucleus,ECO:0000269
Q13487,Nucleus,None
Q13489,Nucleus,ECO:0000269
Q13490,Nucleus,None
Q13492,Nucleus,ECO:0000269
Q13495,Nucleus,ECO:0000269
Q13501,PML body,ECO:0000269
Q13501,Nucleus,None
Q13503,Nucleus,ECO:0000305
Q13506,Nucleus,ECO:0000250
Q13510,Nucleus,ECO:0000305
Q13516,Nucleus,ECO:0000255
Q13523,Nucleus,None
Q13526,Nucleus,ECO:0000269
Q13526,Nucleus speckle,ECO:0000269
Q13535,Nucleus,ECO:0000269
Q13547,Nucleus,ECO:0000269
Q13562,Nucleus,ECO:0000269
Q13562,Nucleus,ECO:0000255
Q13568,Nucleus,ECO:0000269
Q13569,Nucleus,ECO:0000269
Q13573,Nucleus,ECO:0000269
Q13574,Nucleus,ECO:0000269
Q13595,Nucleus,ECO:0000269
Q13601,Nucleolus,ECO:0000269
Q13601,Nucleus,ECO:0000269
Q13609,Nucleus,ECO:0000269
Q13610,Nucleus,ECO:0000269
Q13610,Nucleolus,ECO:0000269
Q13617,Nucleus,ECO:0000250
Q13618,Nucleus,ECO:0000269
Q13620,Nucleus,ECO:0000269
Q13625,Nucleus,None
Q13627,Nucleus speckle,ECO:0000250
Q13627,Nucleus,ECO:0000269
Q13642,Nucleus,None
Q13643,Nucleus,ECO:0000250
Q13686,Nucleus,ECO:0000269
Q13761,Nucleus,ECO:0000269
Q13761,Nucleus,ECO:0000255
Q13765,Nucleus,ECO:0000269
Q13769,Nucleus,ECO:0000269
Q13823,Nucleolus,ECO:0000269
Q13829,Nucleus,None
Q13835,Nucleus,ECO:0000269
Q13838,Nucleus speckle,None
Q13838,Nucleus,None
Q13868,Nucleolus,None
Q13868,Nucleus,None
Q13882,Nucleus,None
Q13886,Nucleus,ECO:0000269
Q13887,Nucleus,ECO:0000269
Q13888,Nucleus,ECO:0000269
Q13889,Nucleus,ECO:0000269
Q13895,Nucleolus,ECO:0000269
Q13901,Nucleus,ECO:0000269
Q13901,Nucleolus,ECO:0000269
Q13950,Nucleus,ECO:0000269
Q13951,Nucleus,ECO:0000305
Q13952,Nucleus,None
Q14004,Nucleus speckle,ECO:0000269
Q14005,Nucleus,None
Q14011,Nucleoplasm,ECO:0000269
Q14012,Nucleus,ECO:0000250
Q14019,Nucleus,ECO:0000269
Q14103,Nucleus,None
Q14118,Nucleoplasm,ECO:0000269
Q14119,Nucleus,ECO:0000269
Q14129,Nucleus,ECO:0000269
Q14135,Nucleus,ECO:0000250
Q14137,Nucleoplasm,ECO:0000255
Q14137,Nucleolus,ECO:0000269
Q14137,Nucleoplasm,ECO:0000269
Q14137,Nucleolus,ECO:0000255
Q14140,Nucleus,ECO:0000269
Q14145,Nucleus,ECO:0000269
Q14149,Nucleoplasm,ECO:0000269
Q14149,Nucleus matrix,ECO:0000269
Q14149,PML body,ECO:0000269
Q14151,Nucleus,None
Q14153,Nucleus,ECO:0000269
Q14157,Nucleus,ECO:0000269
Q14159,Nucleus,ECO:0000269
Q14164,PML body,ECO:0000269
Q14164,Nucleus,None
Q14166,Nucleus,ECO:0000269
Q14181,Nucleus,None
Q14186,Nucleus,ECO:0000250
Q14188,Nucleus,None
Q14190,Nucleus,ECO:0000269
Q14190,Nucleus,ECO:0000255
Q14191,Nucleolus,ECO:0000269
Q14191,Nucleoplasm,ECO:0000269
Q14191,Nucleus,ECO:0000269
Q14192,Nucleus,ECO:0000269
Q14202,Nucleus,ECO:0000250
Q14203,Nucleus envelope,ECO:0000269
Q14207,Nucleus,None
Q14207,Cajal body,None
Q14209,Nucleus,None
Q14241,Nucleus,ECO:0000269
Q14258,Nucleus,ECO:0000250
Q14289,Nucleus,None
Q14320,Nucleus,ECO:0000269
Q14331,Nucleolus,ECO:0000269
Q14331,Cajal body,ECO:0000269
Q14344,Nucleus,ECO:0000269
Q14397,Nucleus,ECO:0000269
Q14457,Nucleus,ECO:0000269
Q14469,Nucleus,None
Q14493,Nucleus,ECO:0000269
Q14494,Nucleus,ECO:0000255
Q14494,Nucleus,ECO:0000269
Q14498,Nucleus speckle,ECO:0000269
Q14511,Nucleus,ECO:0000269
Q14517,Nucleus,ECO:0000269
Q14526,Nucleus,ECO:0000269
Q14527,Nucleus,ECO:0000269
Q14527,Nucleoplasm,ECO:0000250
Q14527,Nucleolus,ECO:0000250
Q14541,Nucleus,ECO:0000255
Q14542,Nucleus membrane,ECO:0000269
Q14562,Nucleus,ECO:0000269
Q14565,Nucleus,ECO:0000250
Q14566,Nucleus,ECO:0000269
Q14584,Nucleus,ECO:0000305
Q14585,Nucleus,ECO:0000305
Q14587,Nucleus,ECO:0000269
Q14592,Nucleus,ECO:0000305
Q14653,Nucleus,ECO:0000305
Q14653,Nucleus,ECO:0000269
Q14657,Nucleus,ECO:0000269
Q14669,Nucleoplasm,ECO:0000269
Q14674,Nucleus,None
Q14676,Nucleus,ECO:0000269
Q14678,Nucleus,ECO:0000269
Q14683,Nucleus,ECO:0000269
Q14684,Nucleolus,ECO:0000269
Q14684,Nucleoplasm,ECO:0000269
Q14686,Nucleus,None
Q14690,Nucleolus,ECO:0000269
Q14691,Nucleus,ECO:0000305
Q14692,Nucleolus,ECO:0000250
Q14693,Nucleus membrane,ECO:0000250
Q14694,Nucleus,ECO:0000269
Q14738,Nucleus,None
Q14739,Nucleus inner membrane,ECO:0000269
Q14739,Nucleus,ECO:0000269
Q14764,Nuclear pore complex,ECO:0000269
Q14765,Nucleus,None
Q14774,Nucleus,ECO:0000255
Q14781,Nucleus,ECO:0000269
Q14790,Nucleus,ECO:0000250
Q147X3,Nucleus,ECO:0000269
Q14807,Nucleus,ECO:0000269
Q14814,Nucleus,ECO:0000269
Q14814,Nucleus,ECO:0000255
Q14839,Nucleus,ECO:0000269
Q14863,Nucleus,None
Q14865,Nucleus,ECO:0000255
Q14872,Nucleus,ECO:0000269
Q14919,Nucleus,ECO:0000305
Q14929,Nucleus,ECO:0000305
Q14934,Nucleus,ECO:0000269
Q14938,Nucleus,None
Q14966,Nucleus speckle,ECO:0000255
Q14966,Nucleus speckle,ECO:0000269
Q14974,Nucleus envelope,ECO:0000269
Q14978,Nucleolus,ECO:0000269
Q14980,Nucleoplasm,ECO:0000269
Q14980,Nucleus,ECO:0000269
Q14980,Nucleus matrix,ECO:0000269
Q14994,Nucleus,None
Q14995,Nucleus,ECO:0000269
Q14995,Nucleus,ECO:0000255
Q14997,Nucleus speckle,ECO:0000250
Q14997,Nucleus,ECO:0000269
Q14CB8,Nucleus,ECO:0000269
Q14CS0,Nucleus,ECO:0000250
Q14CW9,Nucleus,ECO:0000269
Q14CW9,Nucleus,ECO:0000255
Q14CZ0,Nucleus,ECO:0000269
Q15003,Nucleus,ECO:0000269
Q15004,Nucleus,ECO:0000269
Q15007,Nucleoplasm,ECO:0000269
Q15007,Nucleus speckle,ECO:0000269
Q15013,Nucleus,None
Q15014,Nucleus,None
Q15018,Nucleus,ECO:0000269
Q15020,Cajal body,ECO:0000269
Q15020,Nucleoplasm,ECO:0000269
Q15020,Nucleus speckle,ECO:0000269
Q15021,Nucleus,ECO:0000269
Q15022,Nucleus,ECO:0000269
Q15024,Nucleolus,ECO:0000269
Q15024,Nucleus,ECO:0000305
Q15025,Nucleus,None
Q15029,Nucleus,ECO:0000269
Q15038,Nuclear body,ECO:0000269
Q15038,Nucleus,ECO:0000269
Q15038,Nucleus speckle,ECO:0000269
Q15046,Nucleus,ECO:0000269
Q15047,Nucleus,ECO:0000269
Q15050,Nucleolus,ECO:0000269
Q15054,Nucleus,ECO:0000269
Q15058,Nucleus,ECO:0000269
Q15059,Nucleus,ECO:0000250
Q15061,Nucleolus,ECO:0000269
Q15061,Nucleoplasm,ECO:0000250
Q15061,Nucleolus fibrillar center,ECO:0000269
Q15072,Nucleus,ECO:0000269
Q15078,Nucleus,ECO:0000269
Q15125,Nucleus envelope,ECO:0000269
Q15170,Nucleus,None
Q15172,Nucleus,ECO:0000269
Q15208,Nucleus,None
Q15233,Nucleus,ECO:0000269
Q15233,Nucleus speckle,ECO:0000269
Q15233,Nucleolus,None
Q15257,Nucleus,ECO:0000269
Q15287,Nucleus speckle,None
Q15287,Nucleus,None
Q15291,Nucleus,ECO:0000269
Q15303,Nucleus,ECO:0000269
Q15306,Nucleus,None
Q15311,Nucleus,ECO:0000269
Q15319,Nucleus,ECO:0000269
Q15326,Nucleus,ECO:0000269
Q15327,Nucleus,ECO:0000269
Q15329,Nucleus,None
Q15349,Nucleus,ECO:0000269
Q15361,Nucleoplasm,ECO:0000250
Q15361,Nucleus,ECO:0000250
Q15361,Nucleolus,ECO:0000250
Q15365,Nucleus,ECO:0000269
Q15366,Nucleus,ECO:0000269
Q15369,Nucleus,ECO:0000305
Q15370,Nucleus,ECO:0000305
Q15393,Nucleus,ECO:0000269
Q15397,Nucleolus,ECO:0000269
Q15397,Nucleoplasm,ECO:0000269
Q15398,Nucleus,None
Q15406,Nucleus,ECO:0000305
Q15415,Nucleus,None
Q15418,Nucleus,None
Q15424,Nucleus,ECO:0000269
